Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Repaired?
2015-04-28 00:00:00+02:00,29.05138619677258,29.05138619677258,28.479057858914942,28.654571533203125,1277674,0.0,0.0,0.0,False
2015-04-29 00:00:00+02:00,28.749964623759215,28.757597299767475,27.811346334637957,27.88002586364746,788477,0.0,0.0,0.0,False
2015-04-30 00:00:00+02:00,27.83806418598997,28.09370360849052,27.60150063786194,27.90292739868164,2346373,0.0,0.0,0.0,False
2015-05-04 00:00:00+02:00,27.86857628061777,28.234866085924466,27.715954800653495,28.078428268432617,658760,0.0,0.0,0.0,False
2015-05-05 00:00:00+02:00,27.975418157486327,28.334078297650706,27.384010851174434,27.456506729125977,1654159,0.0,0.0,0.0,False
2015-05-06 00:00:00+02:00,27.47939343567953,27.72740299546806,27.284803872272082,27.498472213745117,1386180,0.0,0.0,0.0,False
2015-05-07 00:00:00+02:00,27.3076902599444,27.635825377884633,26.960479279015022,27.548067092895508,2526234,0.0,0.0,0.0,False
2015-05-08 00:00:00+02:00,27.719775829089727,28.273025512695312,27.639650193526975,28.273025512695312,831442,0.0,0.0,0.0,False
2015-05-11 00:00:00+02:00,28.192903836584037,28.227245062941346,28.032652542952608,28.158565521240234,1542973,0.0,0.0,0.0,False
2015-05-12 00:00:00+02:00,27.857131034264214,27.88383957575197,27.54807172731994,27.792264938354492,755641,0.0,0.0,0.0,False
2015-05-13 00:00:00+02:00,27.914362528767334,28.10895207003155,27.55570250124016,27.62438201904297,731655,0.0,0.0,0.0,False
2015-05-14 00:00:00+02:00,27.521351603956806,28.082233650175095,27.31912945907788,28.02118682861328,400264,0.0,0.0,0.0,False
2015-05-15 00:00:00+02:00,28.089884251892073,28.231056754307453,27.685436792965863,27.822795867919922,748634,0.0,0.0,0.0,False
2015-05-18 00:00:00+02:00,27.71595335769162,28.009750200754258,27.528993582750598,27.994487762451172,416235,0.0,0.0,0.0,False
2015-05-19 00:00:00+02:00,28.4714283361923,28.650755438321433,28.33788272741877,28.593524932861328,1850405,0.0,0.0,0.0,False
2015-05-20 00:00:00+02:00,28.60878008880118,28.77666104710328,28.47142108863744,28.727060317993164,454591,0.0,0.0,0.0,False
2015-05-21 00:00:00+02:00,28.70036677126028,28.788122177124023,28.559191360984496,28.788122177124023,321677,0.0,0.0,0.0,False
2015-05-22 00:00:00+02:00,28.78048509019826,28.826272406184124,28.669834593158477,28.75377655029297,1133389,0.0,0.0,0.0,False
2015-05-26 00:00:00+02:00,28.574450871123943,28.704180163931493,28.200531255705346,28.372228622436523,1536706,0.0,0.0,0.0,False
2015-05-27 00:00:00+02:00,28.44473316825969,28.81865289776701,28.29974139023477,28.776681900024414,731358,0.0,0.0,0.0,False
2015-05-28 00:00:00+02:00,28.635501316004525,28.73088939112644,28.34552075255025,28.563005447387695,784666,0.0,0.0,0.0,False
2015-05-29 00:00:00+02:00,28.601163653601414,28.601163653601414,27.891476053518677,27.94870948791504,810099,0.0,0.0,0.0,False
2015-06-01 00:00:00+02:00,28.070784953007035,28.20432759187733,27.834221627714506,27.960134506225586,553460,0.0,0.0,0.0,False
2015-06-02 00:00:00+02:00,28.086064450675977,28.086064450675977,27.662541173619523,27.88002586364746,1259250,0.0,0.0,0.0,False
2015-06-03 00:00:00+02:00,27.975410585628936,28.31117551444864,27.8304217799821,28.028827667236328,1540595,0.0,0.0,0.0,False
2015-06-04 00:00:00+02:00,27.788457554688073,28.097514017828043,27.464138648662836,27.822795867919922,423774,0.0,0.0,0.0,False
2015-06-05 00:00:00+02:00,27.532817243336844,27.677806079262037,27.33822474197978,27.433612823486328,828463,0.0,0.0,0.0,False
2015-06-08 00:00:00+02:00,27.33440964799306,27.536631924230687,27.177974700927734,27.177974700927734,936769,0.0,0.0,0.0,False
2015-06-09 00:00:00+02:00,27.12836624692145,27.204678448744698,26.73536786832348,27.086395263671875,937213,0.0,0.0,0.0,False
2015-06-10 00:00:00+02:00,26.964293420150398,27.7121353868447,26.9414012195514,27.635826110839844,603375,0.0,0.0,0.0,False
2015-06-11 00:00:00+02:00,27.605309739812334,28.108958685224742,27.605309739812334,27.868581771850586,1765091,0.0,0.0,0.0,False
2015-06-12 00:00:00+02:00,27.693066923862045,27.868580634386174,27.158893116042094,27.464136123657227,580461,0.0,0.0,0.0,False
2015-06-15 00:00:00+02:00,27.07082049429302,27.22430259921366,26.85977820880189,26.951868057250977,953670,0.20249,0.0,0.0,False
2015-06-16 00:00:00+02:00,26.786875301562368,27.166751460002125,26.560487121012873,27.070823669433594,1083951,0.0,0.0,0.0,False
2015-06-17 00:00:00+02:00,27.055473187055693,27.189771499992883,26.798384499451736,26.86745262145996,1110583,0.0,0.0,0.0,False
2015-06-18 00:00:00+02:00,26.8175755279392,27.08233719267625,26.46072399491784,27.02861785888672,1381397,0.0,0.0,0.0,False
2015-06-19 00:00:00+02:00,27.10919258581215,27.4391843999156,27.036286532526788,27.101516723632812,953676,0.0,0.0,0.0,False
2015-06-22 00:00:00+02:00,27.792204326942766,28.256494560953364,27.692438588089903,28.23347282409668,2771021,0.0,0.0,0.0,False
2015-06-23 00:00:00+02:00,28.429156203948082,28.697755751319576,28.32939341798035,28.452180862426758,1526111,0.0,0.0,0.0,False
2015-06-24 00:00:00+02:00,28.49055779075496,28.52892832686182,28.09149777477826,28.333234786987305,963775,0.0,0.0,0.0,False
2015-06-25 00:00:00+02:00,28.16056596773866,28.624856188784793,27.97254829119567,28.298702239990234,2205057,0.0,0.0,0.0,False
2015-06-26 00:00:00+02:00,28.06464043214431,28.551955356280715,27.97255055236058,28.39463233947754,3389427,0.0,0.0,0.0,False
2015-06-29 00:00:00+02:00,27.23581995355828,27.67325045025039,27.013266773842258,27.189773559570312,2482200,0.0,0.0,0.0,False
2015-06-30 00:00:00+02:00,27.12069268460437,27.385454202490717,26.783028069859075,26.9019775390625,2067291,0.0,0.0,0.0,False
2015-07-01 00:00:00+02:00,27.070816586931432,27.70777542736819,26.971050891146252,27.400808334350586,1680728,0.0,0.0,0.0,False
2015-07-02 00:00:00+02:00,27.47371622995052,27.53127348475334,27.139889421564607,27.155235290527344,527090,0.0,0.0,0.0,False
2015-07-03 00:00:00+02:00,27.11686628087066,27.20512113350571,26.85594258164654,27.04779815673828,380377,0.0,0.0,0.0,False
2015-07-06 00:00:00+02:00,26.55281606545477,26.77536928246056,26.35328751304279,26.42235565185547,5708075,0.0,0.0,0.0,False
2015-07-07 00:00:00+02:00,26.426188534209793,26.52211632381454,25.81608627003202,25.87748146057129,2331655,0.0,0.0,0.0,False
2015-07-08 00:00:00+02:00,25.862131502593485,26.249680574904165,25.858293571486023,26.115379333496094,998240,0.0,0.0,0.0,False
2015-07-09 00:00:00+02:00,26.230495584906908,26.971058253598816,26.215146786943713,26.8214111328125,922994,0.0,0.0,0.0,False
2015-07-10 00:00:00+02:00,27.489059930250153,27.757656499557243,27.373945441985374,27.707775115966797,2214717,0.0,0.0,0.0,False
2015-07-13 00:00:00+02:00,28.045436265922465,28.267989353923234,27.953346443381093,28.152877807617188,2009309,0.0,0.0,0.0,False
2015-07-14 00:00:00+02:00,28.099173657424828,28.32172393798828,28.033940525766532,28.32172393798828,495109,0.0,0.0,0.0,False
2015-07-15 00:00:00+02:00,28.28335457372233,28.4790481218369,28.225797303396355,28.475210189819336,2363336,0.0,0.0,0.0,False
2015-07-16 00:00:00+02:00,28.60565992904826,28.985533048594803,28.597984068663006,28.85890769958496,1050686,0.0,0.0,0.0,False
2015-07-17 00:00:00+02:00,28.920315130462573,28.935663930255608,28.73229452861106,28.793689727783203,606653,0.0,0.0,0.0,False
2015-07-20 00:00:00+02:00,28.774489358673772,29.15052745667156,28.774489358673772,28.931812286376953,713780,0.0,0.0,0.0,False
2015-07-21 00:00:00+02:00,28.970193814151678,29.00856434628953,28.544274174208482,28.601831436157227,1204391,0.0,0.0,0.0,False
2015-07-22 00:00:00+02:00,28.45602300417188,28.61718099995181,28.432998342286155,28.548112869262695,646476,0.0,0.0,0.0,False
2015-07-23 00:00:00+02:00,28.74380170930013,28.74380170930013,28.39462318120403,28.513572692871094,453269,0.0,0.0,0.0,False
2015-07-24 00:00:00+02:00,28.429155395958976,28.628686817190726,28.221953967924982,28.24881362915039,814514,0.0,0.0,0.0,False
2015-07-27 00:00:00+02:00,28.072316282469735,28.072316282469735,27.558141688341394,27.569652557373047,928125,0.0,0.0,0.0,False
2015-07-28 00:00:00+02:00,27.742303567162203,27.98020248867208,27.642537897909705,27.891950607299805,392866,0.0,0.0,0.0,False
2015-07-29 00:00:00+02:00,28.06462672255622,28.102997243098375,27.822889808405886,28.04160499572754,1092447,0.0,0.0,0.0,False
2015-07-30 00:00:00+02:00,28.237305931507265,28.241143863220316,27.884292328494496,28.099172592163086,324287,0.0,0.0,0.0,False
2015-07-31 00:00:00+02:00,28.152882362073633,28.26799392700195,27.949513035148954,28.267993927001953,415670,0.0,0.0,0.0,False
2015-08-03 00:00:00+02:00,28.26799780766477,28.56345701258971,28.17974588851938,28.513572692871094,544579,0.0,0.0,0.0,False
2015-08-04 00:00:00+02:00,28.43683693507908,28.4828833324372,28.287189803020304,28.429161071777344,710939,0.0,0.0,0.0,False
2015-08-05 00:00:00+02:00,28.532757338393527,28.893446705499425,28.532757338393527,28.851238250732422,931504,0.0,0.0,0.0,False
2015-08-06 00:00:00+02:00,28.77449573308986,28.931818695644807,28.75531193380399,28.77833366394043,529920,0.0,0.0,0.0,False
2015-08-07 00:00:00+02:00,28.70159182944053,28.770659945450568,28.53275800641968,28.551944732666016,253119,0.0,0.0,0.0,False
2015-08-10 00:00:00+02:00,28.70542616063429,28.855073253905175,28.440667495030674,28.851238250732422,200858,0.0,0.0,0.0,False
2015-08-11 00:00:00+02:00,28.747643622275213,28.766830354083698,28.271842533764175,28.32172393798828,369675,0.0,0.0,0.0,False
2015-08-12 00:00:00+02:00,27.926503399327693,27.926503399327693,27.258846665714152,27.354774475097656,2801169,0.0,0.0,0.0,False
2015-08-13 00:00:00+02:00,27.807549984186398,27.907315711762493,27.55429919745108,27.61185646057129,653549,0.0,0.0,0.0,False
2015-08-14 00:00:00+02:00,27.611848342272328,27.792193014199068,27.316392105433714,27.404644012451172,363819,0.0,0.0,0.0,False
2015-08-17 00:00:00+02:00,27.700110135639076,27.784527060938363,27.143727185931898,27.44685935974121,723486,0.0,0.0,0.0,False
2015-08-18 00:00:00+02:00,27.420001619006385,27.561975814924345,27.339422619426166,27.43535041809082,299279,0.0,0.0,0.0,False
2015-08-19 00:00:00+02:00,27.26650987267508,27.30104539402149,26.909658432006836,26.909658432006836,564609,0.0,0.0,0.0,False
2015-08-20 00:00:00+02:00,26.844434731640717,26.89048112873042,26.280378809099183,26.330263137817383,1714767,0.0,0.0,0.0,False
2015-08-21 00:00:00+02:00,25.95806306862799,26.34177426571788,25.478424072265625,25.478424072265625,3486443,0.0,0.0,0.0,False
2015-08-24 00:00:00+02:00,24.676463600005224,25.029480089763947,23.314289283740383,24.150779724121094,4894983,0.0,0.0,0.0,False
2015-08-25 00:00:00+02:00,24.476931299202537,25.45155783967874,24.392514389222836,25.298072814941406,2362606,0.0,0.0,0.0,False
2015-08-26 00:00:00+02:00,24.82227402579311,25.324934671106686,24.542163611792628,24.90285301208496,2774383,0.0,0.0,0.0,False
2015-08-27 00:00:00+02:00,25.532136283941536,25.9388691026113,25.436208511426344,25.808408737182617,1645639,0.0,0.0,0.0,False
2015-08-28 00:00:00+02:00,25.850617191287967,25.850617191287967,25.566668876855026,25.808408737182617,667731,0.0,0.0,0.0,False
2015-08-31 00:00:00+02:00,25.62806437252254,25.735503010667248,25.420860030036323,25.670272827148438,1523326,0.0,0.0,0.0,False
2015-09-01 00:00:00+02:00,25.328778424486885,25.340289292676943,24.8184417998429,25.025646209716797,1602276,0.0,0.0,0.0,False
2015-09-02 00:00:00+02:00,25.113895123690817,25.317264504644125,24.887506936616276,25.083200454711914,1645002,0.0,0.0,0.0,False
2015-09-03 00:00:00+02:00,25.324941322878328,25.862137633405958,25.298081653726168,25.67411994934082,1236195,0.0,0.0,0.0,False
2015-09-04 00:00:00+02:00,25.344119058930442,25.394000447510805,24.845293463193453,24.941221237182617,525978,0.0,0.0,0.0,False
2015-09-07 00:00:00+02:00,25.248196340536254,25.324937404100563,25.025643157722257,25.10622215270996,301844,0.0,0.0,0.0,False
2015-09-08 00:00:00+02:00,25.340284659102174,25.697136145163636,25.340284659102174,25.359468460083008,909251,0.0,0.0,0.0,False
2015-09-09 00:00:00+02:00,25.95805877588823,26.107705883807093,25.662599563598633,25.662599563598633,988022,0.0,0.0,0.0,False
2015-09-10 00:00:00+02:00,25.42470044410512,25.624228944794297,25.198309353772565,25.29423713684082,440600,0.0,0.0,0.0,False
2015-09-11 00:00:00+02:00,25.344120697136763,25.344120697136763,25.006453037279233,25.056337356567383,184966,0.0,0.0,0.0,False
2015-09-14 00:00:00+02:00,25.11005546691068,25.286562222639773,24.891340255737305,24.891340255737305,926800,0.0,0.0,0.0,False
2015-09-15 00:00:00+02:00,25.055759057723446,25.30236207071934,24.813068245115375,25.21233367919922,1284610,0.64002,0.0,0.0,False
2015-09-16 00:00:00+02:00,25.447194714641245,25.588111578631015,25.41196400543751,25.545053482055664,1033775,0.0,0.0,0.0,False
2015-09-17 00:00:00+02:00,25.615511577100634,25.635081538478545,25.451106580333455,25.560710906982422,527621,0.0,0.0,0.0,False
2015-09-18 00:00:00+02:00,25.3297667606643,25.364997475099813,24.660413050519754,24.773929595947266,1036647,0.0,0.0,0.0,False
2015-09-21 00:00:00+02:00,24.738693382051515,25.126214706033338,24.738693382051515,25.02444076538086,869673,0.0,0.0,0.0,False
2015-09-22 00:00:00+02:00,24.977475606975396,24.985304488579676,24.1124028547835,24.15937614440918,2638066,0.0,0.0,0.0,False
2015-09-23 00:00:00+02:00,24.233750668250323,24.519498155539836,24.026290511512908,24.206350326538086,1444763,0.0,0.0,0.0,False
2015-09-24 00:00:00+02:00,24.143712889563215,24.351172978665858,23.53698888869625,23.71704864501953,2603230,0.0,0.0,0.0,False
2015-09-25 00:00:00+02:00,24.241576149491905,24.586039459668356,24.147631067368717,24.476436614990234,1387456,0.0,0.0,0.0,False
2015-09-28 00:00:00+02:00,24.437292544057808,24.437292544057808,23.846224727866286,23.893198013305664,744122,0.0,0.0,0.0,False
2015-09-29 00:00:00+02:00,23.548727692916252,24.030192525961475,23.525241057204568,23.799245834350586,1454310,0.0,0.0,0.0,False
2015-09-30 00:00:00+02:00,24.386409129637748,24.503839373989752,24.18677786356,24.3590087890625,1809722,0.0,0.0,0.0,False
2015-10-01 00:00:00+02:00,24.625177909690105,24.707378908395462,24.061511998731167,24.143712997436523,1151797,0.0,0.0,0.0,False
2015-10-02 00:00:00+02:00,24.394234044571668,24.570380129057167,23.86971097810725,24.296375274658203,891469,0.0,0.0,0.0,False
2015-10-05 00:00:00+02:00,24.699550242504653,25.18101665213524,24.656493642718964,25.079242706298828,1053005,0.0,0.0,0.0,False
2015-10-06 00:00:00+02:00,25.063589630506378,25.431539589779188,24.91093017642785,25.29062271118164,1400131,0.0,0.0,0.0,False
2015-10-07 00:00:00+02:00,25.455024095010334,25.72903045707155,25.31019501920167,25.345422744750977,2354832,0.0,0.0,0.0,False
2015-10-08 00:00:00+02:00,25.357166921446794,25.42762536340824,25.200592274153244,25.384567260742188,708857,0.0,0.0,0.0,False
2015-10-09 00:00:00+02:00,25.627259627779434,25.70554546284591,25.48242754785195,25.5411434173584,1676310,0.0,0.0,0.0,False
2015-10-12 00:00:00+02:00,25.584199350205548,25.646827415658322,25.39630918102137,25.521568298339844,405255,0.0,0.0,0.0,False
2015-10-13 00:00:00+02:00,25.447199564119124,25.447199564119124,25.098822524646515,25.333683013916016,767266,0.0,0.0,0.0,False
2015-10-14 00:00:00+02:00,25.083157558095863,25.376733831988147,25.000955066569354,25.094900131225586,357408,0.0,0.0,0.0,False
2015-10-15 00:00:00+02:00,25.28279101637745,25.529397034252412,25.25539067954831,25.458938598632812,1680062,0.0,0.0,0.0,False
2015-10-16 00:00:00+02:00,25.576372014554142,25.725119287203185,25.545059471313596,25.670318603515625,676174,0.0,0.0,0.0,False
2015-10-19 00:00:00+02:00,25.721198327919158,25.869942580778805,25.619424372587495,25.729028701782227,929845,0.0,0.0,0.0,False
2015-10-20 00:00:00+02:00,25.760344175866834,25.795574889443365,25.486340787662478,25.599857330322266,705759,0.0,0.0,0.0,False
2015-10-21 00:00:00+02:00,25.639001490951944,25.819061295724936,25.462856873747285,25.736860275268555,863055,0.0,0.0,0.0,False
2015-10-22 00:00:00+02:00,25.646819344160015,26.449262271772298,25.63899195834668,26.382719039916992,1717304,0.0,0.0,0.0,False
2015-10-23 00:00:00+02:00,26.633246318001316,27.142110189697327,26.578445639301943,26.926822662353516,4111591,0.0,0.0,0.0,False
2015-10-26 00:00:00+01:00,26.84853389115227,27.001196337975845,26.746762908487238,26.868106842041016,4081204,0.0,0.0,0.0,False
2015-10-27 00:00:00+01:00,26.73892689955803,26.864185994179522,26.586267471313477,26.586267471313477,1621162,0.0,0.0,0.0,False
