Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Repaired?
2015-01-02 00:00:00-05:00,24.861958186538114,24.87311873765414,23.96024048848819,24.402172088623047,212818400,0.0,0.0,False
2015-01-05 00:00:00-05:00,24.170040652341317,24.250391832630367,23.527232912889517,23.714717864990234,257142000,0.0,0.0,False
2015-01-06 00:00:00-05:00,23.77945018180192,23.978095723064488,23.353142348688607,23.716955184936523,263188400,0.0,0.0,False
2015-01-07 00:00:00-05:00,23.926759340516735,24.1499567287785,23.815160646385856,24.049518585205078,160423600,0.0,0.0,False
2015-01-08 00:00:00-05:00,24.379844882275318,25.03158067123056,24.261548868053982,24.973548889160156,237458000,0.0,0.0,False
2015-01-09 00:00:00-05:00,25.147648896300144,25.277103787962638,24.59858353491817,25.00033950805664,214798000,0.0,0.0,False
2015-01-12 00:00:00-05:00,25.13202052856292,25.138716176407836,24.283871645281824,24.384309768676758,198603200,0.0,0.0,False
2015-01-13 00:00:00-05:00,24.87088343736356,25.176664452582013,24.308426804494456,24.600814819335938,268367600,0.0,0.0,False
2015-01-14 00:00:00-05:00,24.337445755273844,24.661081318157738,24.21691894970617,24.507076263427734,195826400,0.0,0.0,False
2015-01-15 00:00:00-05:00,24.551717360143776,24.565108661060982,23.806238759490995,23.841949462890625,240056000,0.0,0.0,False
2015-01-16 00:00:00-05:00,23.888818010678648,24.01157726470661,23.480366350397674,23.656692504882812,314053200,0.0,0.0,False
2015-01-20 00:00:00-05:00,24.06960881755815,24.321822990544646,23.77052509384464,24.266023635864258,199599600,0.0,0.0,False
2015-01-21 00:00:00-05:00,24.317351281096943,24.78829783899013,24.16557701073998,24.451271057128906,194303600,0.0,0.0,False
2015-01-22 00:00:00-05:00,24.609744804526184,25.103010834214,24.48921800906214,25.087387084960938,215185600,0.0,0.0,False
2015-01-23 00:00:00-05:00,25.065066457489916,25.388701977375852,24.893203521271747,25.216840744018555,185859200,0.0,0.0,False
2015-01-26 00:00:00-05:00,25.386471840874762,25.52485484213191,25.176667442475832,25.24362564086914,222460000,0.0,0.0,False
2015-01-27 00:00:00-05:00,25.091845404632497,25.105238403431652,24.335206532614134,24.359758377075195,382274800,0.0,0.0,False
2015-01-28 00:00:00-05:00,26.254708675505015,26.364076623926398,25.73689079284668,25.73689079284668,585908400,0.0,0.0,False
2015-01-29 00:00:00-05:00,25.96232018922395,26.60289730791552,25.792689696986354,26.538169860839844,337745600,0.0,0.0,False
2015-01-30 00:00:00-05:00,26.42657126255154,26.78368674524934,26.08061462761436,26.14980697631836,334982000,0.0,0.0,False
2015-02-02 00:00:00-05:00,26.348457777873957,26.598437814246353,25.90875856021872,26.4779109954834,250956400,0.0,0.0,False
2015-02-03 00:00:00-05:00,26.448888522940877,26.58057415475364,26.25024299853331,26.48236846923828,207662800,0.0,0.0,False
2015-02-04 00:00:00-05:00,26.44888953254196,26.897516743186117,26.406481485422404,26.68547821044922,280598800,0.0,0.0,False
2015-02-05 00:00:00-05:00,26.893878640251625,26.94093659087946,26.72133908974977,26.875953674316406,168984800,0.1175,0.0,False
2015-02-06 00:00:00-05:00,26.89386832011263,26.94540706505154,26.5420655686029,26.64962387084961,174826400,0.0,0.0,False
2015-02-09 00:00:00-05:00,26.564477566550693,26.85353700837555,26.53758756075195,26.826648712158203,155559200,0.0,0.0,False
2015-02-10 00:00:00-05:00,26.927483238273112,27.371158931191047,26.92524368664292,27.34202766418457,248034000,0.0,0.0,False
2015-02-11 00:00:00-05:00,27.51008396610911,27.991852509902028,27.44958359529849,27.98288917541504,294247200,0.0,0.0,False
2015-02-12 00:00:00-05:00,28.24730720482955,28.56549965917813,28.137509327186606,28.336938858032227,297898000,0.0,0.0,False
2015-02-13 00:00:00-05:00,28.520677466201867,28.520677466201867,28.155430558742825,28.475862503051758,217088800,0.0,0.0,False
2015-02-17 00:00:00-05:00,28.567731508056237,28.87920180360652,28.440006992296087,28.643918991088867,252609600,0.0,0.0,False
2015-02-18 00:00:00-05:00,28.599110866824834,28.856801236200344,28.558776707187086,28.84335708618164,179566800,0.0,0.0,False
2015-02-19 00:00:00-05:00,28.7895780627907,28.912821807497334,28.755967686581343,28.782855987548828,149449600,0.0,0.0,False
2015-02-20 00:00:00-05:00,28.820941316370195,29.018131256103516,28.693218501161112,29.018131256103516,195793600,0.0,0.0,False
2015-02-23 00:00:00-05:00,29.13465596905177,29.80240821838379,29.053987659664067,29.80240821838379,283896400,0.0,0.0,False
2015-02-24 00:00:00-05:00,29.788960030576114,29.93685248092623,29.39234061160531,29.616418838500977,276912400,0.0,0.0,False
2015-02-25 00:00:00-05:00,29.47973708089169,29.488702126552784,28.7156293485311,28.859039306640625,298846800,0.0,0.0,False
2015-02-26 00:00:00-05:00,28.859032714942046,29.32511582713062,28.370543832044657,29.224281311035156,365150000,0.0,0.0,False
2015-02-27 00:00:00-05:00,29.130181956833283,29.257908241996514,28.7358053397013,28.78510284423828,248059200,0.0,0.0,False
2015-03-02 00:00:00-05:00,28.962117153939662,29.192917504534716,28.749243475712387,28.9262638092041,192386800,0.0,0.0,False
2015-03-03 00:00:00-05:00,28.897134968232272,29.02261825134398,28.702184549889484,28.986764907836914,151265200,0.0,0.0,False
2015-03-04 00:00:00-05:00,28.92850526996952,29.03157935674918,28.753724497462297,28.80301856994629,126665200,0.0,0.0,False
2015-03-05 00:00:00-05:00,28.811984530524967,28.85007742634173,28.180083873919617,28.325735092163086,226068400,0.0,0.0,False
2015-03-06 00:00:00-05:00,28.771646952195713,28.989003135933302,28.292121326545985,28.36830711364746,291368400,0.0,0.0,False
2015-03-09 00:00:00-04:00,28.673057251620268,29.033825138179452,28.023229880752446,28.48931312561035,354114000,0.0,0.0,False
2015-03-10 00:00:00-04:00,28.325733391513822,28.50723623328125,27.74088900183941,27.89998435974121,275426400,0.0,0.0,False
2015-03-11 00:00:00-04:00,27.953767726686923,27.95824854043916,27.36220115565023,27.39133071899414,275756000,0.0,0.0,False
2015-03-12 00:00:00-04:00,27.40701023324724,27.987373790212644,27.25463695473715,27.886537551879883,193450800,0.0,0.0,False
2015-03-13 00:00:00-04:00,27.875335037704737,28.099413290886314,27.467512685297518,27.693830490112305,207309200,0.0,0.0,False
2015-03-16 00:00:00-04:00,27.758817236857986,27.998580932617188,27.532499400669014,27.998580932617188,143497200,0.0,0.0,False
2015-03-17 00:00:00-04:00,28.2114545949464,28.5296453287239,28.155435027327197,28.466903686523438,204092400,0.0,0.0,False
2015-03-18 00:00:00-04:00,28.457939125188105,28.941948989176232,28.316770436315633,28.787334442138672,261083600,0.0,0.0,False
2015-03-19 00:00:00-04:00,28.850076544518565,28.96211567673029,28.547571229463212,28.569978713989258,183238000,0.0,0.0,False
2015-03-20 00:00:00-04:00,28.738034095484995,28.771644463604158,28.045633158929636,28.211450576782227,274780400,0.0,0.0,False
2015-03-23 00:00:00-04:00,28.48483102919933,28.648407213133506,28.35038269608214,28.50499725341797,150838800,0.0,0.0,False
2015-03-24 00:00:00-04:00,28.50947979959486,28.690980946455607,28.359346055435523,28.388477325439453,131369200,0.0,0.0,False
2015-03-25 00:00:00-04:00,28.35486043721123,28.41760207030836,27.646772384643555,27.646772384643555,206620800,0.0,0.0,False
2015-03-26 00:00:00-04:00,27.50785026975571,27.98289513161138,27.471996924176317,27.83948516845703,190291600,0.0,0.0,False
2015-03-27 00:00:00-04:00,27.913426567699393,27.94255612374158,27.541457574560003,27.617643356323242,158184800,0.0,0.0,False
2015-03-30 00:00:00-04:00,27.796910927029614,28.323494535709937,27.7857063293545,28.3167724609375,188398800,0.0,0.0,False
2015-03-31 00:00:00-04:00,28.254024269489214,28.34365590679793,27.866369874282345,27.882055282592773,168362400,0.0,0.0,False
